text,intent,language
l7la9m mnfoukhin ma9dertch nsrt,description_symptome,arabizi
التربية فيها السخانة ومبغاتش ترضع,description_symptome,arabe
bchhal katdir chemise dyal bloc operatoire,demande_prix,arabizi
خصني ندوز على الكلاوي واش كاين سبيسياليست,demande_consultation,arabe
wach nqder nsoum w ana kanakhod had dwa d lma3da,demande_posologie,arabizi
wach tbib msafer wla kayn,demande_consultation,arabizi
عافاك دير ليا الكاشي والسينياتور ديالك هنا لتحت,remboursement_mutuelle,arabe
bghit n3ayet nakhod mawi3id,demande_consultation,arabizi
wach had l'ecran totale fih promotion,demande_prix,arabizi
امتى كيكون الطبيب ديال التغدية والريجيم,demande_consultation,arabe
bchhal kaybi3o jbira d id f parapharmacie,demande_prix,arabizi
nifi kaydwz ddem bla saba,description_symptome,arabizi
fin jat a9rab sbitar,demande_urgence,arabizi
3ndi hachachat l3idam,description_symptome,arabizi
3tini chi aspro dial ras,demande_medicament,arabizi
بغيت موعد مع طبيب القلب والشرايين,demande_consultation,arabe
kaytla3 lia dem l rassi w kaywli skhon,description_symptome,arabizi
wa 3ibad lah 3iytou l sbitar,demande_urgence,arabizi
rah ta7 w drab raso 3iytou l ambulance,demande_urgence,arabizi
wach had dwa d l3sab rkhis chi chwiya,demande_prix,arabizi
kandon fia f9r dem wjhi sfer,description_symptome,arabizi
l'assurance kigholou lya dwa makaynch f nomencloture,remboursement_mutuelle,arabizi
wach kayn chi mochkila ila date l'ordonnance qdima bzaf,remboursement_mutuelle,arabizi
bchhal kaytba3 had mokamil ghida2i,demande_prix,arabizi
بغيت شي بومادا د الشمش للبشرة الجافة,demande_medicament,arabe
had dwa d l3sab nakhdo m3a l3cha wla ntsna hta nbghi nn3s,demande_posologie,arabizi
lltha dial snani mnfoukha w katsil b dem,description_symptome,arabizi
khasni nakhod zinc w vitamin c,demande_medicament,arabizi
skar tayeh lia,description_symptome,arabizi
واش تقدر تعمر ليا الملف د لاسينسيس من عندك,remboursement_mutuelle,arabe
wach 3ndkom collyre l l3inin,demande_medicament,arabizi
wach nchreb lkina dyal lghoda nfs lwqiqa kol nhar,demande_posologie,arabizi
3tini wa7d smecta dial lkrch 3afak,demande_medicament,arabizi
بشحال هاد الدوا عافاك,demande_prix,arabe
khasni lfanid dial ddaora chahriya,demande_medicament,arabizi
واش الطبيبة ديال الدراري الصغار كاينة السبت,demande_consultation,arabe
3tini chi dwa dial lmrara,demande_medicament,arabizi
هاد المريض خصو يتهز في امبولانس,demande_urgence,arabe
شكون الطبيب لي مناوب هاد الويكاند في الكلينيك,demande_consultation,arabe
boumezwi kaykhbet fya,description_symptome,arabizi
rkabiya kayti7ou 3lia,description_symptome,arabizi
bghit dwa dial l7asasiya 3afak,demande_medicament,arabizi
السيدة كتشرق عتقوها,demande_urgence,arabe
bchhal nchri l'appareil d rbo w l'asthme,demande_prix,arabizi
had dwa d l a3ssab wach fih remboursement m100,remboursement_mutuelle,arabizi
واش هاد الدوا فيه النعاس ولا نقدر نصوك,demande_posologie,arabe
wach l'assureur ghadi isift lya l'accord m3a lclinique,remboursement_mutuelle,arabizi
wach andkom l'accord m3a wafa assurance,remboursement_mutuelle,arabizi
wldi t7re9 ddiwh l sbitar daba,demande_urgence,arabizi
khasni nchouf specialiste d lklawi,demande_consultation,arabizi
wach lcabinet kaykhdem flil,demande_consultation,arabizi
خصني بومادا ديال سيكاتريس,demande_medicament,arabe
snani kydrroni bzaf m3a lma lbarid,description_symptome,arabizi
wach nqder nfertet lkina w ndirha f lmakla,demande_posologie,arabizi
galo lya f dar daman dossier naqes chno khasni nzid,remboursement_mutuelle,arabizi
جاني واحد الكلاكاژ في فخدي,description_symptome,arabe
bghit dwa dial l'asthme,demande_medicament,arabizi
imta kaydkhol tbib,demande_consultation,arabizi
bghit nchouf tbib 3am,demande_consultation,arabizi
wach dertou lia taba3 f dossier d cnss,remboursement_mutuelle,arabizi
khasni chi bain de bouche l snan,demande_medicament,arabizi
wa fidouha l urgence matkheliwhach hna,demande_urgence,arabizi
هاد الحالة ارجونس مكتسناش موعد,demande_urgence,arabe
شحال د الفلوس خصني لهاد الدوايات الخمسة,demande_prix,arabe
wach tbiba jat wla mazal,demande_consultation,arabizi
khas yji tbib l dar l7ala ma tsm7ch nhezouh,demande_urgence,arabizi
لاميتيال طلبو ليا لوردونانس الاصلية ياك عندك كوبي,remboursement_mutuelle,arabe
zrebo 3lih l urgence rah ghadi ymot,demande_urgence,arabizi
واش عندك اوكمونتان ديال الغرام,demande_medicament,arabe
chhal kidayr had dwa had lyamat,demande_prix,arabizi
هاد الساشي واش نذوبو في الما سخون ولا بارد,demande_posologie,arabe
wach kayn tbib d ryat,demande_consultation,arabizi
ضربني البرد وعضمي مدكدك,description_symptome,arabe
wach kayna lprise en charge l les maladies chroniques,remboursement_mutuelle,arabizi
wach 3ndk chi spray dial l7la9m,demande_medicament,arabizi
عطيني تقطيرة د العينين الحمراء,demande_medicament,arabe
khasni savon médical l lbachra,demande_medicament,arabizi
كيفاش نستعمل هاد البومادا في وجهي,demande_posologie,arabe
katjini lkhl3a w zmat f sdri flil,description_symptome,arabizi
واش نستعمل هاد الجيل على بشرة ناشفة ولا فازكة,demande_posologie,arabe
bchhal scanner dyal sder lyoum,demande_prix,arabizi
شحال تقامت العملية د الزايدة على ولدك,demande_prix,arabe
3t9ouna rah 9elbo w9ef,demande_urgence,arabizi
wejhi kolo t7re9 b chms f lb7ar,description_symptome,arabizi
الورقة د الطبيب ضاعت ليا بغيت كوبي باش ندفعها,remboursement_mutuelle,arabe
nsiti madrtich lia code a barre f lwer9a,remboursement_mutuelle,arabizi
bchhal kiti7 lkrich d l3wina 3nd l'ophtalmo,demande_prix,arabizi
كاين شي طبيب هنا ارجونس,demande_urgence,arabe
كنحس بالرعدة في يديا,description_symptome,arabe
khlini n3tik lcarte d cgem tdwzha lia,remboursement_mutuelle,arabizi
شحال داير هاد الدوا هاد ليامات,demande_prix,arabe
bghit bulletin de soin jdid hit lakhur d3 lya,remboursement_mutuelle,arabizi
خصني شي حاجة كتحبس الردان دغيا,demande_medicament,arabe
wach kain dak siro dial fat7 chahiya,demande_medicament,arabizi
3tini l prix dyal had lkroussa d lmo3aqin,demande_prix,arabizi
wach n3ti had dwa l trbya 9bl trde3 wla b3d,demande_posologie,arabizi
بغيت بومادا ديال الفطريات د الرجلين,demande_medicament,arabe
واش كتقبلو الكارط ديال امو تضامن,remboursement_mutuelle,arabe
tbib d snan kteb liya dva fih devis l cnops,remboursement_mutuelle,arabizi
bchhal lqwilbat d lghlaz f la pharmacie,demande_prix,arabizi
3tini chi fanid dial ch9i9a,demande_medicament,arabizi
3tini chi dwa kiged d9at l9elb,demande_medicament,arabizi
zreb jib l'is3af rah katmot bina,demande_urgence,arabizi
khasni nchouf dentiste lyoum,demande_consultation,arabizi
واش نقدر ناخد اسبيرين بلا ورقة,demande_medicament,arabe
wach momkin tjib lia dak l'antibiotique mn lvitrina,demande_medicament,arabizi
عطيني كينة د منع الحمل ميكرديول,demande_medicament,arabe
bghit nchouf tbib d lwlada,demande_consultation,arabizi
واش هاد البومادا كيردو فيها الفلوس ولا نو,remboursement_mutuelle,arabe
خصني فاكتور بروفورما للاسيرونس,remboursement_mutuelle,arabe
3tini chi comprimé dial n3as,demande_medicament,arabizi
شحال د الفلوس نخلي ليك في الطوطال,demande_prix,arabe
بغيت نشوف طبيب على قبل تساقط الشعر,demande_consultation,arabe
bchhal dak zit l'essentiel d lavande,demande_prix,arabizi
هاد الفانيد د الصداع ناخده غا للضرورة ولا ديما,demande_posologie,arabe
wach la cnss kat3ewed 3la had lkine,remboursement_mutuelle,arabizi
bghit chi siro dial l9abt,demande_medicament,arabizi
عطيني شي باقية د دوليبران,demande_medicament,arabe
bghit chi siro idawb lk7ba,demande_medicament,arabizi
bghit l'insuline dial skar,demande_medicament,arabizi
3ndi nmil f yedi lisra,description_symptome,arabizi
chhal kykhlso f visite d tbib d l3inin f l'hopital,demande_prix,arabizi
rah jatah jlta dmaghiya zrbo 3lih,demande_urgence,arabizi
خصني ندوز على السنان عافاك,demande_consultation,arabe
had sachet wach ndawbo f lma skhoun wla bared,demande_posologie,arabizi
عطيني المعجون ديال السنان الحساسة,demande_medicament,arabe
jib tonobil dih l sbitar,demande_urgence,arabizi
عطيني شي سيرو يفتح الشهية لولدي,demande_medicament,arabe
wach had lfanid kidir dokha ila khdito f sba7,demande_posologie,arabizi
كنرد الصفر والمعدة مقلوبة عليا,description_symptome,arabe
kank7eb k7ba khawya,description_symptome,arabizi
3tini chi dwa dial do5a,demande_medicament,arabizi
khasni rdv f a9rab wa9t momkin,demande_consultation,arabizi
wach dwayat dyal cancer ghalin bzaf,demande_prix,arabizi
كنحس بالمعدة ديالي طايبة,description_symptome,arabe
واش كاين شي دوا كيهدن الاعصاب ويجيب النعاس,demande_medicament,arabe
wa7d l3adala f fkhdi katzd7 bohdha,description_symptome,arabizi
rjli tlwaw lia f drouj w tnfkhou,description_symptome,arabizi
ma3dti katrd 3lia makla,description_symptome,arabizi
tbib d l'in3ach khaso yji daba,demande_urgence,arabizi
chhal ghanghles f la caisse,demande_prix,arabizi
bchhal ndir tahlila d lkhazan d sokar f labo,demande_prix,arabizi
chof lia f l'ordinateur wach carte amo diali khdama,remboursement_mutuelle,arabizi
bchhal n9der nal9a mizan l7rara electronique,demande_prix,arabizi
wach had sachet kighel mn lakhor,demande_prix,arabizi
خصنا اسعاف في اقرب وقت,demande_urgence,arabe
chhal mn bwakha ndir b l'inhalateur f dqa,demande_posologie,arabizi
fia dokha w matanchoufch mzyan,description_symptome,arabizi
kaydarni sdri ldakhl fach kanjbed nfs,description_symptome,arabizi
wach tqder dir liya chi rmis f had lproduit de beaute,demande_prix,arabizi
kifach nkhelet had lghbra m3a lma d l'antibiotique,demande_posologie,arabizi
idia w rjlia dima mglasiyin blberd,description_symptome,arabizi
3tini sachet dial lberd,demande_medicament,arabizi
rasi kaydarni bzaf,description_symptome,arabizi
dahri tploca 3lia ma9dertch nt7rek,description_symptome,arabizi
idiya kytre3dou bohdhom,description_symptome,arabizi
bghit nzido f dossier d cnss t9der t3mer had lpartie,remboursement_mutuelle,arabizi
khasni nakhod rdv 3afak,demande_consultation,arabizi
3ndi wa7d lkyst f tedi,description_symptome,arabizi
kifach nstafed mn prise en charge totale,remboursement_mutuelle,arabizi
wach katdiro prise en charge l had dwa d skar,remboursement_mutuelle,arabizi
chhal kat9t3o f taman l nas d ramid f dwa,demande_prix,arabizi
bghit nched rdv l mama,demande_consultation,arabizi
واش الطبيبة د النسا كاينة اليوم ولا مسافرة,demande_consultation,arabe
ظفري تنصل ليا والدم كيسيل,description_symptome,arabe
شحال د النسبة كيردو في الدوا د القلب,remboursement_mutuelle,arabe
3ndi lkelf f hnaky,description_symptome,arabizi
had l7ala s3iba diwh l urgence,demande_urgence,arabizi
bchhal kat7sbo tabrija d l'inhalation l drari sghar,demande_prix,arabizi
ddiweh l qism lmosta3jalat,demande_urgence,arabizi
bghit 9tra dial l3inin 7omer,demande_medicament,arabizi
chhal nwejed d flous l tbiba d wlada normal,demande_prix,arabizi
chhal sawyia had pomada dyal l'acne,demande_prix,arabizi
wach had siro kikhsk tb9a tfrikiha 9bl masta3ml,demande_posologie,arabizi
واش قيدتي الدوسي في السيستيم ديال امو,remboursement_mutuelle,arabe
بشحال تجيب ليا البومادا د الحريق من عندكم,demande_prix,arabe
واش الطبيب نسى ماكتبش الرقم ديالو في لوردونانس,remboursement_mutuelle,arabe
wach khsni ndir copie l les codes a barre qbl mansifthom,remboursement_mutuelle,arabizi
شوف ليا في لورديناتور واش كارط امو ديالي خدامة,remboursement_mutuelle,arabe
عيطو للبوليس والاسعاف,demande_urgence,arabe
imta kayebda tbib lidara,demande_consultation,arabizi
ddiwh l sbitar l3skari b zerba,demande_urgence,arabizi
عافاك بغيت نبدل الوقت ديال الرانديفو ديالي,demande_consultation,arabe
chhal na3tik f lmajmo3 dyal had l wriqat b jouj,demande_prix,arabizi
طحت على ركبتي وتنفخات ليا,description_symptome,arabe
bghit n3ref chmen nhar kaykoun tbib,demande_consultation,arabizi
3tini chi dwa kiy7bs rdan,demande_medicament,arabizi
عندي طنين في ودني مكيتقطعش,description_symptome,arabe
شحال خاصني نتسنى باش ندخل عند الطبيب,demande_consultation,arabe
dahri kay7re9ni mn lte7t,description_symptome,arabizi
بغيت نشوف شحال حسبتو في الدوسي د لاميتيال,remboursement_mutuelle,arabe
شكون عندو رقم د سامو,demande_urgence,arabe
امتى كيبدا طبيب الرية الخدمة ديالو,demande_consultation,arabe
واش لاسينسيس كتعوض على هاد الكيني,remboursement_mutuelle,arabe
عيطو للامبولانس دابا,demande_urgence,arabe
bghit nakhod fanid dial wj3 lkrch,demande_medicament,arabizi
khasni chi wbra dial sda3 dial dhar,demande_medicament,arabizi
wach had dwa fih rjou3 d cnss,remboursement_mutuelle,arabizi
dir lia l cachet f lwer9a b 3bach nsaft l dossier l mutuelle,remboursement_mutuelle,arabizi
بغيت ندوز عند طبيب نفساني,demande_consultation,arabe
خصني موعد باش نحيد السنان د العقل,demande_consultation,arabe
bghit rdv m3a urologue,demande_consultation,arabizi
بشحال كتبيعو لي طيست ديال الحمل,demande_prix,arabe
chhal nkhli ben had dwa w dwa lkhr,demande_posologie,arabizi
t7re9t b lma skhoun w nadet lia nabla,description_symptome,arabizi
بشحال كتياع البواطة كاملا ديال الكينة,demande_prix,arabe
بغيت نسول واش كتخدمو بالتيير پييون في الصيدلية,remboursement_mutuelle,arabe
welsis mnfoukh f 3n9i taht lfek,description_symptome,arabizi
chhal kikhlsso f l'irm dyal rkab,demande_prix,arabizi
wach tbiba d jeld kayna,demande_consultation,arabizi
sayda ghatjif b lk7ba 3iytou l tbib,demande_urgence,arabizi
wach 3ndk chi pomada dial l7zaz,demande_medicament,arabizi
rah chadou wje3 d l9elb ddiwh sbitar,demande_urgence,arabizi
فيا الدوخة وكنحس براسي غنسخف,description_symptome,arabe
mfasli homa li kayharkouni,description_symptome,arabizi
khasni facture proforma l l'assurance,remboursement_mutuelle,arabizi
واش نقدر نجي بلا موعد عند طبيب المعدة,demande_consultation,arabe
بغيت نشوف طبيب ديال الحساسية والربو,demande_consultation,arabe
had dwayat dyal vitaminat makyt3wedoch fihom flous yak,remboursement_mutuelle,arabizi
wach tbib kayn lyoum,demande_consultation,arabizi
واش الطبيب كيدوز بالترتيب ولا بالموعد,demande_consultation,arabe
had spray d sder wach nrcho dakhil f grjouti,demande_posologie,arabizi
jdatni wa7d lcrampe f sigan flil,description_symptome,arabizi
wach kayn chi wahed rkhis 3la hada,demande_prix,arabizi
khasni ndwez 3la l7sasya,demande_consultation,arabizi
kifach nbkher b had le3choub d rwa7 m3a lma skhoun,demande_posologie,arabizi
bchhal had dwa 3afak,demande_prix,arabizi
واش عندكم اتفاقية مع وفا اسيرونس,remboursement_mutuelle,arabe
عندي شي حبوب خرج ليا في وجهي,description_symptome,arabe
kayjini l3tech bzaf w dima fmi nachef,description_symptome,arabizi
wach 3ndkom chi dwa dial l9ml,demande_medicament,arabizi
واش هاد الفانيد كيدوز في كنوبس,remboursement_mutuelle,arabe
جيب طوموبيل ديه للسبيطار,demande_urgence,arabe
طلع للسبيطار الكبير دابا ماتسناش,demande_urgence,arabe
ديه للمستعجلات راه كيموت,demande_urgence,arabe
imta kayji tbib dial soker,demande_consultation,arabizi
عندي حساسية وكنعطس بزاف,description_symptome,arabe
had dwa wach kiyttkhad b l cuillère a soupe ola café,demande_posologie,arabizi
khasni nakhod rdv l gheda,demande_consultation,arabizi
wach had dwa d s3la nakhdo m3a lmakla wla ykon krchi khawya,demande_posologie,arabizi
bghit nakhod rdv m3a dermatologue,demande_consultation,arabizi
bghit ndwez 3la 3iniya,demande_consultation,arabizi
واش هاد الفيتامينات ناخدهم في الصباح حسن,demande_posologie,arabe
بشحال نشري لاباراي د الطونسيون مزيانة,demande_prix,arabe
fiya ri7a khayba f fmi rghma kaghsl snani,description_symptome,arabizi
chhal tayhsbou tbbat d nfs f jalsa w7da,demande_prix,arabizi
ديها للكلينيك بالزربة ولات كتولد,demande_urgence,arabe
bghit ndwez urgence,demande_consultation,arabizi
عطيني الحديد لي ميكديرش القبط,demande_medicament,arabe
wach khasni nsift lwerqa l'originale wla rir copie,remboursement_mutuelle,arabizi
khasni ndwez 3nd rhumato,demande_consultation,arabizi
kifach nlssq had sparadra l medicamentée,demande_posologie,arabizi
fia tbouricha w lberd chad fia,description_symptome,arabizi
3n9i t3wej w kaydarni,description_symptome,arabizi
bghit ndwez f l3chiya,demande_consultation,arabizi
3afak lsse9 lia les vignettes f lwer9a d tbib,remboursement_mutuelle,arabizi
عطيني شحال نوجد د الفلوس لهاد الورقة,demande_prix,arabe
wach tbib nsiti maktebch l'identifiant f l'ordonnance,remboursement_mutuelle,arabizi
chhal na3tik f le mblagh kaml,demande_prix,arabizi
شحال ثمن ليريم في لاكلينيك,demande_prix,arabe
راه في غيبوبة عيطو للطبيب,demande_urgence,arabe
fin homa les urgences d la clinique,demande_urgence,arabizi
عطيني شي فانيد ديال الحساسية مكيجيبش النعاس,demande_medicament,arabe
خصنا اوكسيجين دابا عيطو لسامو,demande_urgence,arabe
kifach ndir ntsjel f amo tadamon mn jdid,remboursement_mutuelle,arabizi
chhal ghayraj3o lia f had l'ordonnance,remboursement_mutuelle,arabizi
الماكلة مكتدوزش ليا وحلقي منفوخ,description_symptome,arabe
هاد الدوايات كاملين كيدوزو في كنوبس ولا كاين شي واحد لا,remboursement_mutuelle,arabe
كيجيني الردان مورا الماكلة,description_symptome,arabe
3afak 3tini chi pomada dial cicatrice,demande_medicament,arabizi
had l'ovule wach ndirha kol lila wla nhar ah w nhar la,demande_posologie,arabizi
sara3o jibo l is3af w 3t9o sber,demande_urgence,arabizi
tla3 b zrba l sbitar rah lwa9t makaynch,demande_urgence,arabizi
wach nmedgh lfanid d lma3da wla nserto dghya,demande_posologie,arabizi
srbiw jibo l'is3af,demande_urgence,arabizi
bchhal n9der nal9a had l'antibiotique f so9,demande_prix,arabizi
chhal kyhseb tbib d jeld f la consultation o laser,demande_prix,arabizi
khasni chi siro kikhwi sder mn lblghm,demande_medicament,arabizi
wach had les vitamines khedamine w tamanhom mzyan,demande_prix,arabizi
had dwa tbdl smyto wach idouz f cnops b smya jdida,remboursement_mutuelle,arabizi
chhal khlas tbib d snan,demande_prix,arabizi
bghit n9eyed smiti f la liste,demande_consultation,arabizi
imta kaywli tbib d lghoda ddarakiya,demande_consultation,arabizi
شحال خلاص طبيب د السنان,demande_prix,arabe
wach dwayat d la pharmacie kayrodo fihom 70 ola 100,remboursement_mutuelle,arabizi
واش هاد الدوا ناخده يلا كان الوجع ولا نكمل الطريطمون,demande_posologie,arabe
kaychadni lwje3 dima wra lmakla,description_symptome,arabizi
شحال ثمن د ليكوكرافي في كلينيك,demande_prix,arabe
kifach nsta3ml had la brosse interdentaire,demande_posologie,arabizi
wach nsta3mel l'inhalateur d dika fach tjinni l'azma ola dima,demande_posologie,arabizi
khasni nchri lfanid dial lwlada,demande_medicament,arabizi
wach nbda nchreb lkina d mn3 l7aml mn nhar lowel,demande_posologie,arabizi
wach 3ndk chi sachet dial lmsran lghlid,demande_medicament,arabizi
had dwa kaygolo fih plafond f remboursement yak,remboursement_mutuelle,arabizi
المسران ضارني وفيا الوجع لتحت,description_symptome,arabe
bghit nchof wach tl3 lya rjou3 d flousi f lcompte,remboursement_mutuelle,arabizi
3tini lfacture bach ndf3ha l assurance rma,remboursement_mutuelle,arabizi
عطيني الثمن ديال هاد الدوا د السكر,demande_prix,arabe
wach nchreb m3ah lma bzaf wla gha chwia,demande_posologie,arabizi
l7am dialy chaded fih sda3,description_symptome,arabizi
3iytou l police w l ambulance,demande_urgence,arabizi
شحال غيرجعو ليا في هاد لوردونانس,remboursement_mutuelle,arabe
واش نفس الثمن في كاع الفرمسيانات,demande_prix,arabe
خصني طبيب مختص في امراض الدم,demande_consultation,arabe
شحال من حبة ناخد في النهار,demande_posologie,arabe
فيا السخانة والتبوريشة من البارح,description_symptome,arabe
chhal katbi3o had lmasqat chirurgicale,demande_prix,arabizi
imta kybda tbib d soker,demande_consultation,arabizi
واش كتقبلو لاسيرونس ديال سهام,remboursement_mutuelle,arabe
ddiwna l a9rab blasa fiha tbib,demande_urgence,arabizi
بغيت لانسولين ديال السكر الخضرا,demande_medicament,arabe
خصني نشوف طبيب د الكبدة والمرارة,demande_consultation,arabe
واش هاد السيرو كيخصك تحركو قبل ماتستعملو,demande_posologie,arabe
wach nqder njme3 dwa d tansyoun w dwa d lqelb f nfs lweqt,demande_posologie,arabizi
امتى الوقت المزيان باش ناخد هاد لانتيبيوتيك,demande_posologie,arabe
bghit chi fanid ihbet sda3 dial drsa b zerba,demande_medicament,arabizi
bchhal kitqamo les analyses d l7mala,demande_prix,arabizi
rah ddrba jat f raso khaso sbitar,demande_urgence,arabizi
بغيت حليب ديال الفرمسيان رقم واحد,demande_medicament,arabe
wach 3ndkom chi dwa d rwa7 mayfotch 20 dh,demande_prix,arabizi
chhal mn qatra d vit d n3ti l wldi f chhar,demande_posologie,arabizi
khasni ndwez 3nd gastro,demande_consultation,arabizi
khesni nred ma9ditch,description_symptome,arabizi
khasni fanid dial lma3da,demande_medicament,arabizi
شحال نتسنى د الوقت بين التقطيرات د العينين حمرين,demande_posologie,arabe
3inia dbabo 3lia,description_symptome,arabizi
3afak jri l sbitar rah l7ala khatera,demande_urgence,arabizi
chhal d l9tarat l wjeh mn had l'huile,demande_posologie,arabizi
imta aakhir wa9t bach ndwez,demande_consultation,arabizi
واش هاد الدوا فيه الترجيع د لاسينسيس,remboursement_mutuelle,arabe
l7or9a tatl3 lia l grjouta,description_symptome,arabizi
had lmrid khas ythaz f ambulance,demande_urgence,arabizi
عافاك عمر ليا هاد الورقة د لاميتيال,remboursement_mutuelle,arabe
كيفاش نستعمل هاد لاباراي د الطونسيون مع الدوا,demande_posologie,arabe
fmi mjrou7 ldakhl w nado lia les aphtes,description_symptome,arabizi
khasna nmchiw l sbitar daba daba,demande_urgence,arabizi
ddiwh l bloc dial l3amaliyat zrban,demande_urgence,arabizi
شحال تقام عليا هاد لوردونانس,demande_prix,arabe
واش نعطي هاد الدوا للتربية قبل ترضع ولا بعد,demande_posologie,arabe
wldi t9te3 b jaje jibo is3af,demande_urgence,arabizi
3afakom l'ambulance l had lblasa,demande_urgence,arabizi
صوتي مشا ليا مقديتش نهضر,description_symptome,arabe
had siro d ldidane wach n3tih l wldi 3la rriq,demande_posologie,arabizi
وجهي صفار وكنحس بالعيا,description_symptome,arabe
فين هما المستعجلات د لاكلينيك,demande_urgence,arabe
bchhal nakhod had les couches d les adultes,demande_prix,arabizi
wach l'assurance kighetiw hta l3amaliyat d tjmil,remboursement_mutuelle,arabizi
عطيني الكالسيوم مع فيتامين د,demande_medicament,arabe
امتى اخر وقت كيشد فيه الطبيب المرضى,demande_consultation,arabe
nifi massdoud w kaysil,description_symptome,arabizi
chhal kitqam dossier medical l drari lmdrasa,demande_prix,arabizi
wach had kina ghali bzaf,demande_prix,arabizi
rah t9et3o lih sba3o jib is3af,demande_urgence,arabizi
lwer9a d tbib fzat lya wach yqbloha f mutuelle,remboursement_mutuelle,arabizi
wach momkin ndkhol nchouf tbib,demande_consultation,arabizi
ولدي تحرق ديوه للسبيطار دابا,demande_urgence,arabe
بشحال كتبيعو الحليب د لي بيبي ديال ست شهور,demande_prix,arabe
lmsran lghlid mnfoukh 3lia,description_symptome,arabizi
فين جات اقرب سبيطار,demande_urgence,arabe
wach had dwa nakhdo ila kan wj3 wla nkemel ttraitement,demande_posologie,arabizi
شحال من قطرة د فيتامين د نعطي لولدي في الشهر,demande_posologie,arabe
هاد الحالة صعيبة ديوه لارجونس,demande_urgence,arabe
diwna f wa9t 9sir l urgence 3afakom,demande_urgence,arabizi
3afak 3mer lia had lwer9a d lmutuelle,remboursement_mutuelle,arabizi
chahiya msdouda makanaql walo,description_symptome,arabizi
واش عندكم دوا الرواح لي فيه فيتامين سي,demande_medicament,arabe
شحال نخلي بين هاد الدوا والدوا لاخور,demande_posologie,arabe
khasni nchouf orl,demande_consultation,arabizi
wach la cnss kat9bel t3wid 3la dwayat d jeld,remboursement_mutuelle,arabizi
kifach ndir had lqtrat d lwednin l bebe sghir,demande_posologie,arabizi
كنحس بالفشلة ومقديتش نزيد دقة,description_symptome,arabe
wach 3ndk dak lfanid dial lmsran,demande_medicament,arabizi
bghit nakhod maowi3id l simana jaya,demande_consultation,arabizi
bghit nchouf l'ophtalmologue,demande_consultation,arabizi
