text,intent,language
"فين جات اقرب سبيطار",demande_urgence,arabe
"عيطو للوقاية المدنية عافاك",demande_urgence,arabe
"راه مكيتنفسش عتقوه",demande_urgence,arabe
"الدم كيسيل بزاف ديوه لارجونس",demande_urgence,arabe
"خصنا نمشيو للسبيطار دابا دابا",demande_urgence,arabe
"عتقو الروح راه كيموت",demande_urgence,arabe
"عيط لسامو عافاك",demande_urgence,arabe
"جيب طوموبيل ديه للسبيطار",demande_urgence,arabe
"كاين شي طبيب هنا ارجونس",demande_urgence,arabe
"هادشي مكيتسناش خصنا سبيطار",demande_urgence,arabe
"ديوه لقسم المستعجلات",demande_urgence,arabe
"راه طاح وضرب راسو عيطو للاسعاف",demande_urgence,arabe
"فين هما المستعجلات د لاكلينيك",demande_urgence,arabe
"عيطو لشي طبيب بالزربة",demande_urgence,arabe
"خصنا اسعاف في اقرب وقت",demande_urgence,arabe
"راجل طاح في الارض مكيتحركش",demande_urgence,arabe
"صيفطو لينا امبولانس لهاد لادريس",demande_urgence,arabe
"راه سرط شي حاجة خصنا نعتقوه",demande_urgence,arabe
"ولدي تحرق ديوه للسبيطار دابا",demande_urgence,arabe
"واعيباد الله عيطو للسبيطار",demande_urgence,arabe
"هاد الحالة صعيبة ديوه لارجونس",demande_urgence,arabe
"راه في غيبوبة عيطو للطبيب",demande_urgence,arabe
"بغينا امبولانس مجهزة",demande_urgence,arabe
"فين كاين سبيطار د الدولة لقريب",demande_urgence,arabe
"خصنا ندخلوه للانعاش",demande_urgence,arabe
"سربيو جيبو الاسعاف",demande_urgence,arabe
"هاد المريض خصو يتهز في امبولانس",demande_urgence,arabe
"ديرو شي حل راه كيموت بالوجع",demande_urgence,arabe
"شكون عندو رقم د سامو",demande_urgence,arabe
"عيطو للبوليس والاسعاف",demande_urgence,arabe
"ديها للكلينيك بالزربة ولات كتولد",demande_urgence,arabe
"تفركعات عليه البوطة عيط للومبيي",demande_urgence,arabe
"راه تقطعو ليه صبعانو جيب اسعاف",demande_urgence,arabe
"زربو عليه لارجونس راه غادي يموت",demande_urgence,arabe
"السيدة كتشرق عتقوها",demande_urgence,arabe
"خصنا اوكسيجين دابا عيطو لسامو",demande_urgence,arabe
"شوف شي طاكسي يدينا للمستعجلات",demande_urgence,arabe
"هاد الحالة ارجونس مكتسناش موعد",demande_urgence,arabe
"خويو الطريق للامبولانس دوز",demande_urgence,arabe
"راه طاح من الدروج عيطو للسبيطار",demande_urgence,arabe
"خصو طبيب د الانعاش دابا",demande_urgence,arabe
"راه كلا السم ديوه يغسلو ليه المعدة",demande_urgence,arabe
"سارعو جيبو الاسعاف وعتقو السيد",demande_urgence,arabe
"عيطو للسبيطار السيد تزاد عليه الحال",demande_urgence,arabe
"طلع للسبيطار الكبير دابا ماتسناش",demande_urgence,arabe
"واش هاد الدوا فيه الترجيع د لاسينسيس",remboursement_mutuelle,arabe
"عافاك عمر ليا هاد الورقة د لاميتيال",remboursement_mutuelle,arabe
"واش كتقبلو الكارط ديال امو تضامن",remboursement_mutuelle,arabe
"شحال غيرجعو ليا في هاد لوردونانس",remboursement_mutuelle,arabe
"واش هاد الفانيد كيدوز في كنوبس",remboursement_mutuelle,arabe
"خصني الكاشي ديال الفرمسيان في وريقات د لاميتيال",remboursement_mutuelle,arabe
"نسيتي مادرتيش ليا الكودابار في الورقة",remboursement_mutuelle,arabe
"واش درتو ليا الطابع في الدوسي د لاسينسيس",remboursement_mutuelle,arabe
"هاد السيرو واش فيه الترجيع ولا لا",remboursement_mutuelle,arabe
"بغيت نسول واش كتخدمو بالتيير پييون في الصيدلية",remboursement_mutuelle,arabe
"عافاك لصق ليا لي فينييت في الورقة د الطبيب",remboursement_mutuelle,arabe
"واش تقدر تعمر ليا الملف د لاسينسيس من عندك",remboursement_mutuelle,arabe
"هاد لانتيبيوتيك مفيهش الطابع د لاميتيال",remboursement_mutuelle,arabe
"واش كديرو التكفل لهاد الدوا د السكر",remboursement_mutuelle,arabe
"خليني نعطيك لاكارط د سيجيم دوزها ليا",remboursement_mutuelle,arabe
"عطيني لافاكتور باش ندفعها للاسيرونس",remboursement_mutuelle,arabe
"واش هاد البومادا كيردو فيها الفلوس ولا نو",remboursement_mutuelle,arabe
"خصني نكوبي لوردونانس وتكاليزيها ليا لاميتيال",remboursement_mutuelle,arabe
"شحال د النسبة كيردو في الدوا د القلب",remboursement_mutuelle,arabe
"واش قيدتي الدوسي في السيستيم ديال امو",remboursement_mutuelle,arabe
"نسيت نجيب الورقة الخضرا واش نقدر نجيبها غدا تورقني",remboursement_mutuelle,arabe
"عطيني تيكي د لاكيس فيه سميتي على قبل لاسينسيس",remboursement_mutuelle,arabe
"واش الطبيب نسى ماكتبش الرقم ديالو في لوردونانس",remboursement_mutuelle,arabe
"هاد الدوايات كاملين كيدوزو في كنوبس ولا كاين شي واحد لا",remboursement_mutuelle,arabe
"لصق ليا لي كودابار بلا ماتسطرهم في الورقة",remboursement_mutuelle,arabe
"واش كتقبلو لاسيرونس ديال سهام",remboursement_mutuelle,arabe
"عافاك دير ليا الكاشي والسينياتور ديالك هنا لتحت",remboursement_mutuelle,arabe
"هاد الوزرة ديال السبيطار مكترجعش في لاميتيال ياك",remboursement_mutuelle,arabe
"واش لاسينسيس كتعوض على هاد الكيني",remboursement_mutuelle,arabe
"بغيت نشوف شحال حسبتو في الدوسي د لاميتيال",remboursement_mutuelle,arabe
"شوف ليا في لورديناتور واش كارط امو ديالي خدامة",remboursement_mutuelle,arabe
"الورقة د الطبيب ضاعت ليا بغيت كوبي باش ندفعها",remboursement_mutuelle,arabe
"واش كاينة شي تخفيض لصحاب راميد",remboursement_mutuelle,arabe
"عطيني الكود ديال الطبيب باش نعمر الورقة",remboursement_mutuelle,arabe
"واش الدوايات د الصيدلية كيردو فيهم سبعين ولا ميا",remboursement_mutuelle,arabe
"خصني فاكتور بروفورما للاسيرونس",remboursement_mutuelle,arabe
"هاد المكمل الغدائي مابغاوش يردو ليا فلوسو",remboursement_mutuelle,arabe
"واش عندكم التكفل ديال التعاضدية العامة",remboursement_mutuelle,arabe
"الدوسي رجعوه ليا قالو ليا خصك كاشي د الفرمسيان",remboursement_mutuelle,arabe
"واش كاينة التكفل للامراض المزمنة",remboursement_mutuelle,arabe
"بغيت نزيدو في الدوسي د لاسينسيس تقدر تعمر هاد البارتي",remboursement_mutuelle,arabe
"هاد الفانيد مفيهش كودابار كيفاش غندير مع كنوبس",remboursement_mutuelle,arabe
"واش ناخد الدوا ونخلص غي الفرق ولا نخلص كلشي",remboursement_mutuelle,arabe
"عافاك لصق ليا الثمن في بلاصتها الفوق",remboursement_mutuelle,arabe
"لاميتيال طلبو ليا لوردونانس الاصلية ياك عندك كوبي",remboursement_mutuelle,arabe
"واش لاسينسيس كتقبل التعويض على الدوايات د الجلد",remboursement_mutuelle,arabe
"شحال كيستغرق الوقت باش كنوبس ترجع الفلوس",remboursement_mutuelle,arabe
"بغيت فورموليير جديدة د امو راني غلطت فهادوك",remboursement_mutuelle,arabe
"دير ليا الكاشي في الورقة باش نصيفط الدوسي لاميتيال",remboursement_mutuelle,arabe
"واش عندكم اتفاقية مع وفا اسيرونس",remboursement_mutuelle,arabe
"شحال من حبة ناخد في النهار",demande_posologie,arabe
"واش نشرب هاد السيرو قبل ولا مورا الماكلة",demande_posologie,arabe
"كيفاش نستعمل هاد البومادا في وجهي",demande_posologie,arabe
"شحال من معيلقة نعطي لولدي الصغير في الليلة",demande_posologie,arabe
"واش هاد الفانيد كيتخاد على الريق في الصباح",demande_posologie,arabe
"شحال من نقيطة ندير في ودني اليوم",demande_posologie,arabe
"واش هاد الدوا كيتمضغ ولا كيتسرط بالما",demande_posologie,arabe
"امتى الوقت المزيان باش ناخد هاد لانتيبيوتيك",demande_posologie,arabe
"واش نقسم الحبة على جوج ولا ناخدها كاملة",demande_posologie,arabe
"هاد الساشي واش نذوبو في الما سخون ولا بارد",demande_posologie,arabe
"شحال د الوقت نخلي هاد الشامبوان في راسي قبل منغسل",demande_posologie,arabe
"واش نعطي هاد الدوا للتربية قبل ترضع ولا بعد",demande_posologie,arabe
"كيفاش نرش هاد الرشاشة في نيفي",demande_posologie,arabe
"واش ناخد هاد القويلبات بالليل ولا بالنهار",demande_posologie,arabe
"هاد البومادا واش ندهنها بالزربة ولا نماصيها",demande_posologie,arabe
"شحال من مرة في النهار نستعمل هاد البان د بوش",demande_posologie,arabe
"واش هاد الدوا فيه النعاس ولا نقدر نصوك",demande_posologie,arabe
"شحال من قطرة ديال العين ندير في كل جيهة",demande_posologie,arabe
"واش نشرب معاه الما بزاف ولا غا شوية",demande_posologie,arabe
"هاد الفانيد د الصداع ناخده غا للضرورة ولا ديما",demande_posologie,arabe
"واش نستعمل الرابوز د الضيقة فاش تجيني الازمة ولا ديما",demande_posologie,arabe
"شحال المدة نبقى ناخد في هاد الدوا",demande_posologie,arabe
"واش هاد الفانيد د المعدة ناخده نهار كامل ولا غا في العشية",demande_posologie,arabe
"كيفاش نلصق هاد اللصقة د الحريق",demande_posologie,arabe
"واش نقدر نشرب هاد السيرو مع الفانيد لاخور في دقة وحدة",demande_posologie,arabe
"شحال من شوكة خصني ندير في السيمانة",demande_posologie,arabe
"واش نخلط هاد لانتيبيوتيك مع الحليب",demande_posologie,arabe
"كيفاش نصاوب هاد الدوا د السهال للرضيع",demande_posologie,arabe
"واش الفانيد د السكر ناخده وسط الماكلة",demande_posologie,arabe
"شحال نخلي بين هاد الدوا والدوا لاخور",demande_posologie,arabe
"واش نستعمل هاد الجيل على بشرة ناشفة ولا فازكة",demande_posologie,arabe
"هاد السيروم نخويه كولو في نيف البيبي",demande_posologie,arabe
"واش نبدا لانتيبيوتيك دابا ولا نتسنى تال غدا",demande_posologie,arabe
"شحال د القطرات لوجه من هاد الزيت",demande_posologie,arabe
"واش هاد الفيتامينات ناخدهم في الصباح حسن",demande_posologie,arabe
"كيفاش نخلط هاد الغبرة مع الما د لانتيبيوتيك",demande_posologie,arabe
"واش نبدل الفاصمة كل نهار ولا نهار اه ونهار لا",demande_posologie,arabe
"هاد الدوا كيجيب ليا النعاس واش ننقص من الجرعة",demande_posologie,arabe
"واش البومادا د الشمش نديرها ديما قبل منخرج",demande_posologie,arabe
"شحال نتسنى د الوقت بين التقطيرات د العينين حمرين",demande_posologie,arabe
"هاد الدوا واش كيتخاد بمعيلقة كبيرة ولا صغيرة",demande_posologie,arabe
"واش القويلبات نخشيهم كاملين",demande_posologie,arabe
"كيفاش نستعمل هاد لاباراي د الطونسيون مع الدوا",demande_posologie,arabe
"واش نشرب اسبيرين ونتبعها بسميكطا بالليل",demande_posologie,arabe
"هاد الدوا ديال الرواح واش فيه تلت ايام ولا خمس ايام",demande_posologie,arabe
"واش نقدر نمضغ الفانيد يلا جاني كبير في السريط",demande_posologie,arabe
"كيفاش ندير هاد الماسك لشعري بالدوا",demande_posologie,arabe
"واش هاد السيرو كيخصك تحركو قبل ماتستعملو",demande_posologie,arabe
"شحال من قطرة د فيتامين د نعطي لولدي في الشهر",demande_posologie,arabe
"واش هاد الدوا ناخده يلا كان الوجع ولا نكمل الطريطمون",demande_posologie,arabe
"بشحال هاد الدوا عافاك",demande_prix,arabe
"واش هاد الفانيد غالي بزاف",demande_prix,arabe
"شحال ثمن التلفزة عند الطبيب",demande_prix,arabe
"بشحال كتبيعو هاد السيرو",demande_prix,arabe
"شحال غنخلص في لاكيس",demande_prix,arabe
"واش الثمن ديالو مناسب",demande_prix,arabe
"بشحال هاد البومادا د الشمش",demande_prix,arabe
"شحال تقام عليا هاد لوردونانس",demande_prix,arabe
"شحال كيكلف الكشف عند طبيب عام",demande_prix,arabe
"عطيني الثمن ديال هاد الدوا د السكر",demande_prix,arabe
"واش كاين شي واحد رخيص على هادا",demande_prix,arabe
"بشحال نقدر نلقى هاد لانتيبيوتيك في السوق",demande_prix,arabe
"شحال نزيدك على هاد التسبيق لي عطيتك",demande_prix,arabe
"واش نفس الثمن في كاع الفرمسيانات",demande_prix,arabe
"بشحال كيتباع هاد المكمل الغدائي",demande_prix,arabe
"شحال وصل ثمن ديال لانسولين اليوم",demande_prix,arabe
"واش تزاد الثمن في هاد الدوا",demande_prix,arabe
"بشحال تحسب ليا هاد الفاصمة وبيتادين",demande_prix,arabe
"شحال نعطيك في المبلغ كامل",demande_prix,arabe
"واش هاد الساشي كغلى من لاخور",demande_prix,arabe
"بشحال كتياع البواطة كاملا ديال الكينة",demande_prix,arabe
"شحال خلاص طبيب د السنان",demande_prix,arabe
"بشحال كتحسبو التبخيخة د الرابوز للدراري الصغار",demande_prix,arabe
"عطيني شحال نوجد د الفلوس لهاد الورقة",demande_prix,arabe
"شحال داير هاد الدوا هاد ليامات",demande_prix,arabe
"بشحال هاد الرشاشة ديال النيف يالله خديتها",demande_prix,arabe
"شحال ثمن ديال الكورس د لانتيبيوتيك كامل",demande_prix,arabe
"واش هاد الدوا د الاعصاب رخيص شي شوية",demande_prix,arabe
"بشحال تجيب ليا البومادا د الحريق من عندكم",demande_prix,arabe
"شحال د الفلوس نخلي ليك في الطوطال",demande_prix,arabe
"بشحال كيطلع طريطمون د الكيست في الشهر",demande_prix,arabe
"شحال ثمن د ليكوكرافي في كلينيك",demande_prix,arabe
"بشحال غادي تجيني هاد الورقة د الطبيب كاملة",demande_prix,arabe
"شحال كتقام غسيل السنان والتبييض",demande_prix,arabe
"بشحال كتبيعو لي طيست ديال الحمل",demande_prix,arabe
"شحال حسب ليا الفرمسيان لهاد التقطيرة د العين",demande_prix,arabe
"بشحال كديرو التحليلة د الدم هنا",demande_prix,arabe
"شحال كيخلصو في فيزيتا د طبيب العينين في السبيطار",demande_prix,arabe
"بشحال نشري لاباراي د الطونسيون مزيانة",demande_prix,arabe
"شحال ثمن د العدسات اللاصقة",demande_prix,arabe
"بشحال كتبيعو الحليب د لي بيبي ديال ست شهور",demande_prix,arabe
"شحال د الفلوس خصني لهاد الدوايات الخمسة",demande_prix,arabe
"بشحال كيحسب طبيب د الغدة الفيزيتا اللولة",demande_prix,arabe
"شحال نخلص على هاد الكونسيلطاسيون عافاك",demande_prix,arabe
"بشحال هاد الجيل المعقم صغير",demande_prix,arabe
"شحال تقامت العملية د الزايدة على ولدك",demande_prix,arabe
"بشحال كيبيعو الجبيرة د اليد في البارافرمسي",demande_prix,arabe
"شحال ثمن ليريم في لاكلينيك",demande_prix,arabe
"بشحال نحسب هاد القطرات د الودنين",demande_prix,arabe



